original_job_id,job_id,title,institution,company_id,location,experience_years_required,experience_level,field_of_study,salary_min,salary_max,published_at,expires_at,status,real_total_applicants,real_total_engagements
4000000000-801102010000000000-00005,d4c3d534-941c-5616-a442-0e4c548199fe,Corporates Services Division Manager,NGOMA DISTRICT,2cba1cd1-01b2-585b-a41f-40719659af36,Ngoma,5,senior,"Business, Administration and Law",525000,644286,30/07/2026,02/11/2026,active,1430,1430
5500003001-219101000000000000-00023,ba8c42ef-0d7e-5ad3-9087-8d16162fcc38,Infrastructure Maintenance Officer A1/A0,NYABIHU DISTRICT,3072086c-23c7-5d94-ab83-8a26850e0780,Nyamagabe,0,entry,"Engineering, Manufacturing and Construction",220000,264319,07/06/2026,02/11/2026,active,780,780
0901000098-140000000000000000-00009,580cdf68-d05f-5e9b-a3db-852fc98e269e,Mushroom/ Biofertiliser Laboratory Technician,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Nyagatare,3,mid,"Natural Sciences, Mathematics and Statistics",475000,583236,08/10/2026,26/01/2027,active,58,58
4400003001-201012020000000000-00151,5b096499-fbca-536c-820c-c67ffa3f70d6,Head of Health Center,KIREHE District,3fcb36e2-946d-5fa4-8f12-4daf1e0ee358,Bugesera,5,senior,"Natural Sciences, Mathematics and Statistics",525000,637519,16/10/2026,22/02/2027,active,427,427
1419000000-301205010200000000-00003,86c5b299-3fc3-51f8-ad29-57a03edccee7,Technical Training coordination Specialist,RWANDA POLYTECHNIC,c1319b37-62b6-545f-be11-1787b59014b8,Nyarugenge,1,entry,Education,425000,594200,18/08/2026,15/04/2027,active,12,12
7000000000-801206040000000000-00359,a44c5a0d-165a-5f84-870b-f38250e69c7d,LAIS Processors,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Rwamagana,0,entry,"Business, Administration and Law",220000,261105,08/07/2026,11/12/2026,active,700,700
1002000000-901000000000000000-00011,6a999e41-7108-5eb5-a4b1-a8896aee7848,Legal Affairs Officer,RWANDA COOPERATIVES AGENCY,b8aa8b9e-76e8-5139-89a0-0567004b7ffa,Rusizi,0,entry,"Business, Administration and Law",220000,264523,25/10/2026,21/04/2027,active,73,73
1421000000-090204000000000000-00052,350dd33e-9b25-5d9f-bb40-6e207468a09b,Data Integration Officer,NATIONAL EXAMINATION AND SCHOOL INSPECTION AUTHORITY,ca479cac-13b3-5d61-a3bc-a9f9bf3f2e39,Muhanga,0,entry,"Business, Administration and Law",220000,263210,07/10/2026,02/02/2027,active,373,373
0300000000-501101000000000000-00039,1b0fed4f-8718-561a-9329-92d25e40f745,Procurement Officer,CHAMBER OF DEPUTIES,e00626df-3dff-5686-9595-97588504d56c,Gasabo,0,entry,"Business, Administration and Law",220000,296406,16/06/2026,21/11/2026,active,1237,1237
1419005000-312062000000000000-00163,7d8ef425-f3f3-5d22-8903-1c614dc7d612,Assistant Lecturer in Land Surveying,RP NGOMA COLLEGE,52e7313f-4639-5d79-bad8-2615e3b7e280,Ngoma,0,entry,Information and Communication Technologies (ICTs),220000,275099,01/06/2026,24/12/2026,active,6,6
2204000000-901000000000000000-00030,baba32ec-7c4f-5ead-b24c-19917a94c7e4,Quality Assurance Specialist,RWANDA METEOROLOGY AGENCY,0acf8cfa-735a-5f72-ab5b-eae1b8265c24,Rubavu,3,mid,"Business, Administration and Law",475000,663440,11/09/2026,30/12/2026,active,5,5
1412001000-301205090000000000-00166,d49363c2-c34e-51eb-8b65-8e5abb594864,Assistant Lecturer in Airline and Airport Management,RP KIGALI COLLEGE,98dd66ee-6500-5d25-ae65-e5c8c8b7e2ca,Nyagatare,3,mid,"Services, Tourism and Hospitality",475000,565277,23/06/2026,18/10/2026,active,0,0
0901001004-110206000000000000-00004,7f18196c-0c6c-5c87-9c82-0d81cae8948e,Claim Insurance Specialist,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Burera,5,senior,"Business, Administration and Law",525000,618934,22/10/2026,11/05/2027,active,312,312
1000000000-101106000000000000-00047,7268ad5a-2bb6-50e4-8111-4071cf288975,Front Desk Operation Officer,Ministry of Trade and Industry,681ca0ab-1c89-5862-994f-4cb0a2998110,Nyamasheke,0,entry,"Business, Administration and Law",220000,282606,30/10/2026,25/03/2027,active,199,199
1001000000-140301040000000000-00022,4d252640-14d4-5bd8-b287-8ea2dc464678,Volume and Mass Control Officer,RWANDA STANDARDS BOARD,2359a6c3-9b45-5036-9b52-03c3fd918bfc,Nyamagabe,0,entry,"Natural Sciences, Mathematics and Statistics",220000,264583,05/09/2026,19/12/2026,active,511,511
5800000001-801000000000000000-00008,b9f42575-2eeb-5ce2-a4f2-d56239d2ebca,Forest extentionnist,NGORORERO DISTRICT,03e7a4e2-5073-53f7-bef5-778974608c8a,Huye,0,entry,"Agriculture, Forestry, Fisheries and Veterinary",220000,270788,20/07/2026,07/03/2027,active,173,173
0108000000-140702000000000000-00041,4de0bdcd-1b22-54fe-9b28-d50c4bd651b0,Strategic Labor Market Analyst,Ministry of Public Service and Labour,9278b25b-a0fc-5a7d-978b-dbf3daeb3cfa,Rutsiro,5,senior,"Business, Administration and Law",525000,619151,25/06/2026,23/12/2026,active,400,400
2600001000-010000000000000000-00001,375ea110-bc0d-57c4-853e-824a686f6bad,"Planning,Monitoring and Evaluation Specialist(1)",Ministry of Gender and Family Promotion,178f4856-6220-5693-9c65-dbd3b979fd97,Nyamasheke,3,mid,"Business, Administration and Law",475000,604344,03/06/2026,01/10/2026,active,729,729
2300001004-010000000000000000-00013,1cc59ecf-8936-5b1f-bd2f-01c8ae8f1a33,Monitoring and Evaluation Specialist,Ministry of Local Government,3c489e18-6c38-5fad-b9de-8244b54480e6,Ngoma,5,senior,"Business, Administration and Law",525000,711221,17/06/2026,25/01/2027,active,504,504
2318000000-901105000000000000-00003,bdf69159-54ce-559d-b6d3-694e8161bb10,Chief Cook,NATIONAL REHABILITATION SERVICE,37d37d39-6884-5b72-813c-5be1d0aebeab,Nyagatare,0,entry,"Services, Tourism and Hospitality",220000,266658,18/10/2026,28/02/2027,active,19,19
1417000000-301101161804000000-00953,b7f42ed9-d839-51ff-ac6a-65b77fcc2b0e,Lecturer Department of Geography & Urban Planning- CST,UNIVERSITY OF RWANDA,b48f5840-b3ad-581e-977f-655b68b83732,Ngoma,1,entry,"Business, Administration and Law",425000,502402,20/10/2026,14/03/2027,active,6,6
1500000000-101500000000000000-00040,a6f00a87-866d-51e5-89ab-862132d8f2c5,Events Organization and Management Officer,Ministry of Sports,9831ad06-f61e-56c4-a943-a5d244f4b6ae,Nyagatare,0,entry,"Business, Administration and Law",220000,270399,09/10/2026,17/02/2027,active,1,1
0901000000-140601010000000000-00181,43b9e744-6efb-5fbe-ab82-55a837a6bd0f,Poultry Innovation and Technology Transfer Research Technician Grade II,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Ngoma,10,executive,"Natural Sciences, Mathematics and Statistics",650000,763025,13/10/2026,30/03/2027,active,209,209
1903000000-150103010000000000-00022,051e36c4-26e0-5b88-a939-83327fe6f485,Senior Cloud Systems Engineer,RWANDA INFORMATION SOCIETY AUTHORITY,9bb84a42-8cd4-5d59-80cf-5b9583db52fa,Ngoma,3,mid,"Natural Sciences, Mathematics and Statistics",475000,552527,07/07/2026,09/01/2027,active,553,553
1000001000-101000000000000000-00030,67ae69c0-42d4-5c3b-a74e-7cdb026c1ffb,Environmental Safeguard Specialist,Ministry of Trade and Industry,681ca0ab-1c89-5862-994f-4cb0a2998110,Nyarugenge,1,entry,"Agriculture, Forestry, Fisheries and Veterinary",425000,547629,26/10/2026,07/02/2027,active,111,111
1402000000-901600000000000000-00020,cd787e34-0c5f-5208-b49a-3b53c9836a16,Accreditation Specialist,Higher Education Council,73fb11f6-5113-57a7-88be-4871a6dfd757,Kayonza,3,mid,Education,475000,555170,23/09/2026,03/02/2027,active,1939,1939
1417000000-301101070302000000-01302,853acbdb-cb51-5709-812f-601330ae6fae,Lecturer Private Law Department - CASS,UNIVERSITY OF RWANDA,b48f5840-b3ad-581e-977f-655b68b83732,Muhanga,3,mid,"Business, Administration and Law",475000,553077,10/10/2026,17/01/2027,active,1,1
1412009000-312061040000000000-00426,c88ad0a8-fba2-5124-9574-a4f169c925f9,Assistant Lecturer in Construction Hydraulic Structure,RP MUSANZE COLLEGE,989442ff-65f9-5a8f-b7be-b738789db8ba,Musanze,0,entry,"Engineering, Manufacturing and Construction",220000,273047,29/09/2026,08/04/2027,active,5,5
6300003001-240000000000000000-00067,f3a1f0be-1a6e-5493-bfc3-35a150da6640,Cashier A2,MUSANZE DISTRICT,429cf6c7-e319-5db8-b32d-d396baa1f819,Musanze,0,entry,"Business, Administration and Law",220000,259533,21/07/2026,18/02/2027,active,1010,1010
5800000000-801101032305000000-00324,c97c798d-925c-5fe6-a185-0f1fdbfb094b,Socio-Economic Development Officer,NGORORERO DISTRICT,03e7a4e2-5073-53f7-bef5-778974608c8a,Gakenke,0,entry,Education,220000,294849,01/10/2026,14/03/2027,active,2279,2279
1602000000-201101010000000000-00300,108fc74f-d79c-5219-84e0-ae4066cdfab1,Ophthalmology Clinical A1,CENTRAL UNIVERSITY HOSPITAL OF BUTARE,1cc90452-1205-5182-b85d-1874e4c0b5aa,Karongi,3,mid,Health and Welfare (Health and Medical Sciences),475000,596873,11/09/2026,19/12/2026,active,19,19
1802000000-901500000000000000-00023,2bacd3a5-b08b-54aa-a240-a014977752b9,Transport Asset Management Senior Engineer,RWANDA TRANSPORT DEVELOPMENT AGENCY,acb46cb6-5ce1-5add-a2e8-684046beb7a0,Kicukiro,3,mid,"Services, Tourism and Hospitality",475000,584444,11/06/2026,09/09/2026,active,469,469
1413000000-901050000000000000-00148,8dc1e4dc-96ca-5cdb-8492-01cbc767c7c8,Geography and History teacher A0,RWANDA BASIC EDUCATION BOARD,095aeb11-7497-50e3-9448-15f9a12a6d07,Huye,0,entry,Education,220000,260176,24/07/2026,20/03/2027,active,4150,4150
5100003001-020000001900000000-00009,6feb3ca5-87eb-5da1-ae6f-6dd08bffb60c,Cashiers A2,KAMONYI DISTRICT,30d0d5e5-7597-5c8c-a2fc-475f3f56cf79,Nyarugenge,0,entry,"Business, Administration and Law",220000,281806,01/07/2026,18/01/2027,active,1923,1923
0901000000-140202070000000000-00058,da2c2209-ffa0-5ad3-84c9-34ab04934b01,Station Manager,RWANDA AGRICULTURE AND ANIMAL RESOURCES DEVELOPEMENT BOARD,99fc44bf-3a5d-5cf2-bb48-d634310e7de8,Gicumbi,3,mid,"Business, Administration and Law",475000,547302,11/07/2026,04/03/2027,active,0,0
7000000000-801202011100000000-00411,50e38d70-d1e0-5c9c-87d7-0b5442522b5b,Resource Generation Officer,CITY OF KIGALI,b483bb3a-2b51-5e1c-9ff4-3e206ca73582,Nyamagabe,0,entry,"Business, Administration and Law",220000,301619,28/08/2026,28/02/2027,active,78,78
5800000000-801101033000000000-00076,40366a77-6489-5c00-949f-11734ff1a64b,Civil registration and Notary,NGORORERO DISTRICT,03e7a4e2-5073-53f7-bef5-778974608c8a,Muhanga,0,entry,"Business, Administration and Law",220000,267783,20/10/2026,11/03/2027,active,237,237
1605001020-090000000000000000-00002,b3975081-178b-59d2-ae3a-50c19e53356a,Social Safeguards Specialist,RWANDA BIO MEDICAL CENTER,fff3e870-09bd-55ae-a770-c558a61b9c12,Rusizi,3,mid,Health and Welfare (Health and Medical Sciences),475000,575373,19/07/2026,03/11/2026,active,11,11
1412002000-312063000000000000-00323,9cedbf26-e38c-58fe-92e8-762bc6318a39,Assistant Lecturer for Electronics Technology,RP TUMBA COLLEGE,b4ac750b-a2c8-509c-a7d2-ba186be70088,Ngoma,0,entry,Information and Communication Technologies (ICTs),220000,269906,06/07/2026,03/02/2027,active,15,15
1419004000-312050170000000000-00204,1220bd47-d64e-58ff-aba7-d967cf37aaa9,Assistant Lecturer in MATHEMATICS,RP HUYE COLLEGE,81a1dad5-202f-5060-bf35-06a535fa2045,Huye,0,entry,Education,220000,265348,29/06/2026,30/01/2027,active,77,77
4800003001-020000000100000000-00014,b8434ac3-eb0c-57b5-b094-5844bf96dc51,Data Manager and Statistician,NYAMAGABE DISTRICT,15da6450-8593-5e88-bf88-24a301190e36,Nyamagabe,0,entry,"Natural Sciences, Mathematics and Statistics",220000,300394,07/08/2026,24/11/2026,active,282,282
1413000000-090102000000000000-00034,0ed2f9c5-1a76-57fa-a180-cd28d3efaf5f,Braille Officer,RWANDA BASIC EDUCATION BOARD,095aeb11-7497-50e3-9448-15f9a12a6d07,Burera,0,entry,Education,220000,283213,25/08/2026,28/12/2026,active,165,165
4200003001-020000000200000000-00032,2ca80a06-03a3-53af-ba09-5f7dce0fd8a6,Head of Lab A1/A0,GATSIBO DISTRICT,a49ac88d-1113-5354-91a2-c95d6f247102,Kicukiro,0,entry,Health and Welfare (Health and Medical Sciences),220000,259447,24/07/2026,18/12/2026,active,0,0
1202000000-901101070100000000-00006,ef1fc804-253d-5743-bb73-1b965f937352,Director of HR & Administration Unit,NATIONAL INSTITUTE OF STATISTICS OF RWANDA,009cd6a6-c7db-581a-b467-7926ca0b28a1,Rutsiro,3,mid,"Business, Administration and Law",475000,586308,14/10/2026,29/03/2027,active,106,106
1800000000-101103000000000000-11608,214bbd10-9ce8-54df-ac43-f7f52fef8b8b,Secretary to Central Secretariat,Ministry of Infrastructure,02256b11-7514-502e-85c5-4b5ed28c00b5,Huye,0,entry,Education,220000,265039,03/07/2026,24/11/2026,active,1375,1375
4000003001-201013000000000000-00020,e9419ec8-8900-53ac-9f72-39e00e812477,"Planning, Monitoring and Evaluation Officer",NGOMA DISTRICT,2cba1cd1-01b2-585b-a41f-40719659af36,Ngoma,0,entry,"Business, Administration and Law",220000,294608,17/06/2026,08/11/2026,active,1092,1092
6600000000-801102010300000000-00006,7c307e14-2bad-5d74-a165-a338f318d431,Director of  Finance,RUHANGO DISTRICT,47f78d9e-5fd5-57bf-aa7f-abb47fe487df,Nyamasheke,3,mid,"Business, Administration and Law",475000,549062,13/09/2026,19/04/2027,active,31,31
1605000000-901101060400000000-00067,7096bce4-755f-57ae-a082-2e0af050acf0,Injuries and Disabilities Officer,RWANDA BIO MEDICAL CENTER,fff3e870-09bd-55ae-a770-c558a61b9c12,Gicumbi,0,entry,Health and Welfare (Health and Medical Sciences),220000,257124,08/09/2026,06/02/2027,active,34,34
1419000000-301400000000000000-00067,09614fdb-8d53-57d4-b5d6-ec590c1d5ab4,Civil Senior Engineer,RWANDA POLYTECHNIC,c1319b37-62b6-545f-be11-1787b59014b8,Rusizi,5,senior,"Engineering, Manufacturing and Construction",525000,667833,05/08/2026,24/02/2027,active,21,21
6100003001-020000001100000000-00011,99c336a7-9e1e-5e7d-b9b3-0e07884cd924,Accountant A1,BURERA DISTRICT,c4128617-4671-5d0c-90db-21350d0dfb04,Burera,0,entry,"Business, Administration and Law",220000,268986,22/10/2026,22/01/2027,active,844,844
6000000000-812104000000000000-00090,66b7971c-490a-5840-a976-7637265b20c5,Executive Secretary,RUTSIRO District,19087e75-e078-5bad-9dcc-999331552532,Rutsiro,3,mid,"Natural Sciences, Mathematics and Statistics",475000,602801,03/10/2026,24/02/2027,active,1685,1685
1417000000-301101080401000000-00330,77f19134-2931-599b-88c2-9731b2e87e5d,Senior Lecturer Department of Crop Sciences- CAFF,UNIVERSITY OF RWANDA,b48f5840-b3ad-581e-977f-655b68b83732,Huye,0,entry,Education,220000,301057,18/06/2026,25/11/2026,active,10,10
1420000000-090100000000000000-00023,9a88fb4e-671a-5438-82cd-2013ad1cbea0,Public Relations and Communication Officer,RWANDA TVET BOARD,445f077e-502f-5357-9104-6a4bc44ae644,Rwamagana,3,mid,Information and Communication Technologies (ICTs),475000,625107,20/06/2026,13/02/2027,active,232,232
2304000000-140000000000000000-00021,d431fcc1-b573-528b-87ce-f9a55a972c31,Information and Communication Specialist,Rwanda Governance Board,16aa26c6-7d7f-5ece-ba8e-a77b34cd49f8,Gasabo,3,mid,"Social Sciences, Journalism and Information",475000,548172,19/07/2026,13/03/2027,active,98,98
6900003001-201604010000000000-00008,0a88814d-035f-5d20-81fa-cdc7068210c0,Cashier A2/A1,GASABO DISTRICT,0eb370b0-03ce-502d-98e9-68c3995e2b34,Gasabo,0,entry,"Business, Administration and Law",220000,291615,12/08/2026,01/03/2027,active,339,339
1903000000-150101000000000000-00009,ad7c9573-7e29-5f0b-bbfb-cef584a61f85,Accountant,RWANDA INFORMATION SOCIETY AUTHORITY,9bb84a42-8cd4-5d59-80cf-5b9583db52fa,Rubavu,0,entry,"Business, Administration and Law",220000,275711,29/09/2026,28/01/2027,active,2241,2241
1413000000-901050000000000000-00131,2a45a7f6-d329-5b0c-9f19-9e613c218136,ICT teacher A1,RWANDA BASIC EDUCATION BOARD,095aeb11-7497-50e3-9448-15f9a12a6d07,Ngoma,0,entry,Education,220000,304666,09/09/2026,21/12/2026,active,273,273
5500003001-020000000900000000-00005,c60c15f1-a564-594b-8c69-0eb1576f0227,Accountant A1,NYABIHU DISTRICT,3072086c-23c7-5d94-ab83-8a26850e0780,Gasabo,0,entry,"Business, Administration and Law",220000,282901,30/10/2026,08/03/2027,active,1629,1629
4200000000-801104100100000000-00323,a3be372c-e838-5038-9736-c465d7755ba5,Executive Secretary,GATSIBO DISTRICT,a49ac88d-1113-5354-91a2-c95d6f247102,Rwamagana,3,mid,"Natural Sciences, Mathematics and Statistics",475000,563092,29/06/2026,22/01/2027,active,2070,2070
6500003001-218001000000000000-00009,df4ffb51-1131-5626-82de-c472611fda56,Supervisor of Community Health Workers,GAKENKE DISTRICT,1f377f27-ab0e-5f6d-81f2-96b0efeb9b09,Gakenke,0,entry,"Natural Sciences, Mathematics and Statistics",220000,300014,16/07/2026,08/03/2027,active,216,216
6000000000-812301010400000000-00012,71718673-8686-5b75-9a69-78a82ff61839,Director of Business Development and Employment,RUTSIRO District,19087e75-e078-5bad-9dcc-999331552532,Rutsiro,3,mid,"Business, Administration and Law",475000,603437,22/06/2026,22/10/2026,active,691,691
5100000000-801104000000000000-00050,61e04968-00d5-57f4-a8a2-9a7ffc147bbe,Environmental Officer,KAMONYI DISTRICT,30d0d5e5-7597-5c8c-a2fc-475f3f56cf79,Rwamagana,0,entry,"Natural Sciences, Mathematics and Statistics",220000,274067,09/08/2026,27/01/2027,active,391,391
1000000000-101106000000000000-00042,aa04ed25-8257-5eb7-8180-51e2d89abf79,Accountant,Ministry of Trade and Industry,681ca0ab-1c89-5862-994f-4cb0a2998110,Gicumbi,0,entry,"Business, Administration and Law",220000,273458,02/08/2026,18/11/2026,active,2956,2956
2500001002-210100000000000000-00017,e563abfa-33f8-5da2-b1b4-8a5c20146660,Sites Supervisor,Ministry in charge of Emergency Management,89ef17e7-ce34-5e50-93b4-b34fe9fb998c,Nyamagabe,2,mid,"Engineering, Manufacturing and Construction",450000,539791,16/09/2026,05/04/2027,active,917,917
0110000000-601000000000000000-00016,90434391-802b-57ad-98d6-d744f1ffdf80,Legal Affairs Officer,NATIONAL COUNCIL FOR SCIENCE AND TECHNOLOGY,3028598d-1996-5f67-9c98-18d62bc67325,Nyagatare,0,entry,"Business, Administration and Law",220000,268107,29/09/2026,21/01/2027,active,257,257
1605000000-901101070300000000-00115,180e627d-a64a-510a-88e1-5e9a6323496f,Management of Alcohol and Drug Use Disorders Senior Officer,RWANDA BIO MEDICAL CENTER,fff3e870-09bd-55ae-a770-c558a61b9c12,Bugesera,0,entry,Health and Welfare (Health and Medical Sciences),220000,300740,19/07/2026,19/01/2027,active,77,77
1200000000-101105070100000000-10317,ac39a9b6-6b6e-5d37-97d4-6c878f1c961c,IT Operations Specialist,Ministry of Finance and Economic Planning,8a7a1c75-89f5-5834-82ab-5d468cc98899,Karongi,5,senior,"Natural Sciences, Mathematics and Statistics",525000,667105,01/10/2026,04/05/2027,active,356,356
1601000000-201020000000000000-00128,75904425-f384-54a2-a00d-ba4f79afa8aa,Data Entry,CENTRAL UNIVERSITY HOSPITAL OF KIGALI,29616e3e-5b8f-597b-9988-05cd7dd37c14,Nyamasheke,0,entry,"Natural Sciences, Mathematics and Statistics",220000,303418,10/07/2026,14/02/2027,active,244,244
2306000000-901001000000000000-00016,761a831b-7acc-54da-948b-75a8b5147a04,Communication & Sensitization Specialist,RWANDA DEMOBILIZATION AND REINTEGRATION COMMISSION,163d42bb-aceb-596c-afd9-e2b43bb5cc68,Rubavu,3,mid,"Social Sciences, Journalism and Information",475000,564136,19/10/2026,07/02/2027,active,146,146
4500003001-020000001000000000-00018,18a82255-7587-5399-b030-0938dc187b06,Data Manager A1/A0,NYAGATARE DISTRICT,ea57dad2-1ad5-5d85-b3e2-419c988cf789,Nyagatare,0,entry,"Natural Sciences, Mathematics and Statistics",220000,302228,29/06/2026,22/11/2026,active,0,0
2201001001-901001000000000000-00043,4c087f6a-031d-5a43-a84a-461c6ffb770d,Driver,RWANDA ENVIRONMENT MANAGEMENT AUTHORITY,42d71c20-d5d9-5490-ab5d-33c95b2de8c7,Burera,3,mid,"Services, Tourism and Hospitality",475000,627171,01/10/2026,18/03/2027,active,436,436
1417000000-301101110400000000-00414,b4c7a0de-0f50-533a-9ff5-a03eb13fe323,Lab Technician in the School of Health Sciences - CMHS,UNIVERSITY OF RWANDA,b48f5840-b3ad-581e-977f-655b68b83732,Ngoma,2,mid,"Natural Sciences, Mathematics and Statistics",450000,611477,12/06/2026,14/09/2026,active,617,617
1802000000-901501000000000000-00011,f829cec5-7fe6-5beb-879b-08699661406d,Public Transport Inspector,RWANDA TRANSPORT DEVELOPMENT AGENCY,acb46cb6-5ce1-5add-a2e8-684046beb7a0,Gasabo,0,entry,"Business, Administration and Law",220000,300094,09/08/2026,19/03/2027,active,1466,1466
4200000000-801104180000000000-00071,e01514f5-d6ed-5665-8eef-27d38f42f733,Good Governance and Specific Programs Officer,GATSIBO DISTRICT,a49ac88d-1113-5354-91a2-c95d6f247102,Gakenke,0,entry,"Business, Administration and Law",220000,284873,15/09/2026,22/02/2027,active,386,386
